Day,InitialCondition,Radius,
4,2500,17.225
4.5,2500,0
5,2500,0
5.5,2500,0
6,2500,33.74
6.5,2500,0
7,2500,0
7.5,2500,44.76
8,2500,0
8.5,2500,0
9,2500,0
9.5,2500,0
10,2500,0
10.5,2500,83.665
11,2500,54.833
4,2500,10.186
4.5,2500,0
5,2500,0
5.5,2500,0
6,2500,26.213
6.5,2500,0
7,2500,0
7.5,2500,0
8,2500,11.046
8.5,2500,12.962
9,2500,14.96
9.5,2500,0
10,2500,6.0841
10.5,2500,0
11,2500,28.551
4,2500,0
4.5,2500,15.071
5,2500,0
5.5,2500,0
6,2500,18.309
6.5,2500,34.416
7,2500,0
7.5,2500,41.755
8,2500,21.865
8.5,2500,0
9,2500,0
9.5,2500,0
10,2500,0
10.5,2500,0.76331
11,2500,1.6988
4,2500,27.36
4.5,2500,50.576
5,2500,15.465
5.5,2500,0
6,2500,20.707
6.5,2500,6.0688
7,2500,0
7.5,2500,31.44
8,2500,10.17
8.5,2500,4.4772
9,2500,17.066
9.5,2500,8.6582
10,2500,0
10.5,2500,0
11,2500,0
4,2500,0
4.5,2500,55.714
5,2500,0
5.5,2500,0
6,2500,0
6.5,2500,0
7,2500,0
7.5,2500,0
8,2500,50.678
8.5,2500,0
9,2500,0
9.5,2500,53.109
10,2500,40.894
10.5,2500,0
11,2500,0
4,2500,0
4.5,2500,0
5,2500,9.1438
5.5,2500,0
6,2500,14.687
6.5,2500,12.98
7,2500,0
7.5,2500,0
8,2500,0
8.5,2500,0
9,2500,0
9.5,2500,0.41299
10,2500,0
10.5,2500,0
11,2500,41.152
4,2500,0
4.5,2500,30.926
5,2500,11.603
5.5,2500,0
6,2500,6.0431
6.5,2500,0
7,2500,0
7.5,2500,53.125
8,2500,3.2574
8.5,2500,1.3704
9,2500,0
9.5,2500,0
10,2500,7.6957
10.5,2500,14.123
11,2500,0
4,2500,0
4.5,2500,67.028
5,2500,0
5.5,2500,73.843
6,2500,11.181
6.5,2500,33.124
7,2500,0
7.5,2500,0
8,2500,0
8.5,2500,14.001
9,2500,0
9.5,2500,15.621
10,2500,0
10.5,2500,2.1923
11,2500,21.607
4,2500,10.833
4.5,2500,35.858
5,2500,33.323
5.5,2500,0
6,2500,8.5141
6.5,2500,0
7,2500,0
7.5,2500,30.632
8,2500,0.0016511
8.5,2500,0
9,2500,30.178
9.5,2500,19.694
10,2500,11.599
10.5,2500,41.41
11,2500,30.796
4,2500,7.9413
4.5,2500,0
5,2500,0
5.5,2500,39.484
6,2500,0
6.5,2500,0
7,2500,0
7.5,2500,33.8
8,2500,28.541
8.5,2500,0.03849
9,2500,0
9.5,2500,0
10,2500,19.249
10.5,2500,0
11,2500,0
