Day,InitialCondition,Radius,
4,5000,0
4.5,5000,9.6854
5,5000,0
5.5,5000,0
6,5000,0
6.5,5000,0
7,5000,0
7.5,5000,17.769
8,5000,0
8.5,5000,10.787
9,5000,7.8571
9.5,5000,0
10,5000,0
10.5,5000,34.83
11,5000,0
11.5,5000,25.361
12,5000,39.139
12.5,5000,53.353
13,5000,58.466
13.5,5000,72.205
14,5000,72.155
14.5,5000,57.108
15,5000,82.207
15.5,5000,102.36
16,5000,109.62
16.5,5000,121.76
17,5000,153.93
17.5,5000,98.646
18,5000,141.92
18.5,5000,139.31
19,5000,142.48
19.5,5000,137.9
20,5000,152.63
20.5,5000,171.13
21,5000,172.67
21.5,5000,145.89
22,5000,191.27
22.5,5000,186.22
23,5000,217.7
23.5,5000,175.19
24,5000,186.63
4,5000,0
4.5,5000,0.057416
5,5000,15.817
5.5,5000,0
6,5000,0
6.5,5000,0
7,5000,0
7.5,5000,16.268
8,5000,0.25264
8.5,5000,0
9,5000,10.088
9.5,5000,0
10,5000,9.5149
10.5,5000,0
11,5000,34.004
11.5,5000,7.4173
12,5000,42.573
12.5,5000,50.107
13,5000,41.381
13.5,5000,81.649
14,5000,40.764
14.5,5000,53.093
15,5000,70.674
15.5,5000,119.38
16,5000,121.15
16.5,5000,92.271
17,5000,115.77
17.5,5000,113.12
18,5000,134.81
18.5,5000,170.55
19,5000,129.15
19.5,5000,179.89
20,5000,147.26
20.5,5000,149.95
21,5000,175.59
21.5,5000,182.69
22,5000,181.31
22.5,5000,158.93
23,5000,176.6
23.5,5000,179.08
24,5000,189.96
4,5000,0
4.5,5000,6.7678
5,5000,16.078
5.5,5000,0
6,5000,8.8094
6.5,5000,12.062
7,5000,2.1274
7.5,5000,0
8,5000,0
8.5,5000,0
9,5000,0
9.5,5000,2.5353
10,5000,0
10.5,5000,3.4635
11,5000,0.73494
11.5,5000,28.385
12,5000,25.819
12.5,5000,46.352
13,5000,62.407
13.5,5000,61.755
14,5000,80.607
14.5,5000,55.821
15,5000,98.779
15.5,5000,105.97
16,5000,105.49
16.5,5000,106.55
17,5000,111.75
17.5,5000,97.841
18,5000,148.52
18.5,5000,147.25
19,5000,125.8
19.5,5000,125.43
20,5000,148.53
20.5,5000,171.14
21,5000,179.13
21.5,5000,179.91
22,5000,189.07
22.5,5000,210.15
23,5000,160.5
23.5,5000,200.33
24,5000,197.24
4,5000,0
4.5,5000,11.393
5,5000,0
5.5,5000,19.075
6,5000,0
6.5,5000,0
7,5000,6.8891
7.5,5000,0
8,5000,1.9269
8.5,5000,0
9,5000,17.431
9.5,5000,6.9408
10,5000,0
10.5,5000,0
11,5000,0
11.5,5000,55.78
12,5000,35.052
12.5,5000,45.014
13,5000,55.42
13.5,5000,91.834
14,5000,48.617
14.5,5000,101.71
15,5000,80.057
15.5,5000,94.285
16,5000,116.27
16.5,5000,97.277
17,5000,125.4
17.5,5000,123.75
18,5000,108.87
18.5,5000,140.2
19,5000,152.31
19.5,5000,159.05
20,5000,145.66
20.5,5000,160.06
21,5000,175.79
21.5,5000,179.89
22,5000,170.68
22.5,5000,162.04
23,5000,191.92
23.5,5000,197.92
24,5000,221.92
4,5000,0
4.5,5000,0
5,5000,6.9019
5.5,5000,0
6,5000,32.246
6.5,5000,0
7,5000,0
7.5,5000,11.601
8,5000,0
8.5,5000,20.9
9,5000,6.4187
9.5,5000,0
10,5000,0
10.5,5000,29.522
11,5000,4.92
11.5,5000,9.9559
12,5000,24.796
12.5,5000,45.366
13,5000,78.528
13.5,5000,98.103
14,5000,76.582
14.5,5000,90.814
15,5000,96.63
15.5,5000,72.42
16,5000,107.74
16.5,5000,104.25
17,5000,111.83
17.5,5000,122.54
18,5000,85.157
18.5,5000,125.47
19,5000,155.1
19.5,5000,150.83
20,5000,146.46
20.5,5000,154.9
21,5000,148.73
21.5,5000,160.33
22,5000,167.6
22.5,5000,179.3
23,5000,196.94
23.5,5000,192.54
24,5000,196.84
4,5000,0
4.5,5000,15.555
5,5000,3.7428
5.5,5000,8.9971
6,5000,3.4855
6.5,5000,12.838
7,5000,24.041
7.5,5000,0
8,5000,8.6238
8.5,5000,10.797
9,5000,0
9.5,5000,30.39
10,5000,0
10.5,5000,0
11,5000,1.2382
11.5,5000,18.146
12,5000,32.299
12.5,5000,40.609
13,5000,71.666
13.5,5000,66.773
14,5000,63.327
14.5,5000,111.25
15,5000,105.99
15.5,5000,122.29
16,5000,105.08
16.5,5000,142.61
17,5000,133.25
17.5,5000,96.199
18,5000,110.99
18.5,5000,146.42
19,5000,141.23
19.5,5000,146.63
20,5000,171.74
20.5,5000,187.37
21,5000,172.12
21.5,5000,173.44
22,5000,212.64
22.5,5000,182.09
23,5000,180.43
23.5,5000,183.41
24,5000,186.41
4,5000,1.2985
4.5,5000,0
5,5000,0
5.5,5000,0
6,5000,6.9333
6.5,5000,17.346
7,5000,19.115
7.5,5000,36.762
8,5000,0
8.5,5000,21.689
9,5000,1.2983
9.5,5000,0
10,5000,0
10.5,5000,14.14
11,5000,10.328
11.5,5000,0
12,5000,52.128
12.5,5000,61.35
13,5000,54.803
13.5,5000,52.136
14,5000,63.917
14.5,5000,64.378
15,5000,90.692
15.5,5000,92.452
16,5000,100.55
16.5,5000,115.68
17,5000,113.9
17.5,5000,97.962
18,5000,121.59
18.5,5000,128.83
19,5000,115.81
19.5,5000,162.99
20,5000,120.22
20.5,5000,167.03
21,5000,161.21
21.5,5000,165.63
22,5000,187.16
22.5,5000,177.43
23,5000,183.98
23.5,5000,179.02
24,5000,216
4,5000,15.761
4.5,5000,10.911
5,5000,8.4441
5.5,5000,11.546
6,5000,11.035
6.5,5000,6.2641
7,5000,10.039
7.5,5000,0
8,5000,0.46645
8.5,5000,8.748
9,5000,0
9.5,5000,0.012149
10,5000,0
10.5,5000,19.732
11,5000,7.51
11.5,5000,35.126
12,5000,45.738
12.5,5000,64.275
13,5000,57.058
13.5,5000,69.563
14,5000,66.165
14.5,5000,90.186
15,5000,140.35
15.5,5000,100.18
16,5000,104.78
16.5,5000,125.8
17,5000,93.777
17.5,5000,142.87
18,5000,117.63
18.5,5000,146.17
19,5000,147.48
19.5,5000,147.85
20,5000,143.25
20.5,5000,166.95
21,5000,183.77
21.5,5000,182.27
22,5000,199.06
22.5,5000,160.18
23,5000,187.9
23.5,5000,171.41
24,5000,199.93
4,5000,8.609
4.5,5000,0
5,5000,20.39
5.5,5000,0
6,5000,9.9092
6.5,5000,0
7,5000,0
7.5,5000,0
8,5000,0
8.5,5000,24.172
9,5000,0
9.5,5000,0
10,5000,0
10.5,5000,0
11,5000,0
11.5,5000,27.301
12,5000,36.483
12.5,5000,31.848
13,5000,37.881
13.5,5000,46.784
14,5000,71.724
14.5,5000,51.885
15,5000,97.955
15.5,5000,97.202
16,5000,100.07
16.5,5000,122.53
17,5000,124.13
17.5,5000,119.46
18,5000,131.59
18.5,5000,135.03
19,5000,133.13
19.5,5000,166.58
20,5000,173.76
20.5,5000,161.47
21,5000,149.58
21.5,5000,152.77
22,5000,180.86
22.5,5000,178.05
23,5000,174.66
23.5,5000,194.97
24,5000,179.27
4,5000,5.4109
4.5,5000,0
5,5000,0
5.5,5000,0
6,5000,0
6.5,5000,24.337
7,5000,21.818
7.5,5000,0
8,5000,0
8.5,5000,0
9,5000,0
9.5,5000,22.019
10,5000,0
10.5,5000,19.161
11,5000,19.666
11.5,5000,57.78
12,5000,29.809
12.5,5000,40.68
13,5000,85.195
13.5,5000,55.997
14,5000,47.293
14.5,5000,85.404
15,5000,99.441
15.5,5000,92.86
16,5000,99.932
16.5,5000,90.498
17,5000,146.01
17.5,5000,128.14
18,5000,122.4
18.5,5000,143.53
19,5000,156.34
19.5,5000,132.25
20,5000,158.24
20.5,5000,152.65
21,5000,192.14
21.5,5000,173.94
22,5000,158.99
22.5,5000,180.49
23,5000,194.73
23.5,5000,226.26
24,5000,198.73
4,5000,9.0849
4.5,5000,19.085
5,5000,8.0867
5.5,5000,0
6,5000,0
6.5,5000,0
7,5000,11.234
7.5,5000,24.483
8,5000,0
8.5,5000,16.765
9,5000,0
9.5,5000,2.532
10,5000,0
10.5,5000,25.912
11,5000,4.6724
11.5,5000,29.932
